"","INSTNM","ZIP","st_fips","region","CONTROL","DEBT_MDN_SUPP","GRAD_DEBT_MDN","GRAD_DEBT_N","WDRAW_DEBT_MDN","WDRAW_DEBT_N","mn_earn_wne_p10","md_earn_wne_p10","pct10_earn_wne_p10","pct25_earn_wne_p10","pct75_earn_wne_p10","pct90_earn_wne_p10","ADM_RATE","PCTPELL","C150_4"
"1104","Southwest Baptist University","65613-2596",29,4,2,14000,20500,599,9715.5,1092,36400,32800,8800,19200,49400,66500,0.8821,0.4531,0.5014
"1105","Saint Luke's College of Health Sciences","64114",29,4,2,19400,20750,93,NA,11,60400,60400,NA,NA,NA,NA,NA,0.1732,NA
"1106","Stephens College","65215",29,4,2,16750,24000,288,8750,273,35600,30700,4200,16200,47700,63700,0.6832,0.3831,0.5522
"1107","Southeast Missouri State University","63701",29,4,1,13000,21466.5,1790,9049,3029,40700,36000,12500,24900,50700,70700,0.9733,0.3537,0.4636
"1108","Missouri State University-Springfield","65897",29,4,1,15325,21727,3431,10302,4493,41500,37200,12600,25000,52600,73500,0.8309,0.3064,0.5452
"1109","Kansas City University of Medicine and Biosciences","64106-1453",29,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","Washington University in St Louis","63130-4899",29,4,2,18644,19000,1088,16500,239,80700,62300,20200,40500,96600,154300,0.1652,0.0738,0.9344
"1111","Webster University","63119-3194",29,4,2,20750,23000,1187,17125,1467,44100,39400,9500,24200,58000,81100,0.722,0.328,0.6066
"1112","Westminster College","65251-1299",29,4,2,17920,24000,218,9250,243,48900,41500,20900,30500,60100,81200,0.7051,0.2855,0.6307
"1113","William Jewell College","64068-1896",29,4,2,18750,24000,364,7500,241,44200,40300,12600,28100,55800,74200,0.5408,0.2896,0.6291
"1114","William Woods University","65251-1098",29,4,2,13345,19346.5,392,7290,275,38400,34200,10600,22900,47000,65500,0.7995,0.3442,0.5043
"1115","Carroll College","59625-0002",30,7,2,20500,25000,350,9391.5,276,46700,44000,11800,27500,60100,81400,0.7198,0.2492,0.5888
"1116","Montana State University-Billings","59101-0298",30,7,1,9938,18860,206,9500,3110,37200,32500,6800,19000,49500,68200,0.9947,0.4026,0.4987
"1117","University of Great Falls","59405-4996",30,7,2,14750,25000,174,9500,397,32000,31000,5100,14500,42800,53700,NA,0.4672,0.2816
"1118","Montana Tech of the University of Montana","59701-8997",30,7,1,10500,17577,206,9500,1142,51600,39800,10300,21600,68300,103700,0.8795,0.3205,0.4045
"1119","Montana State University","59717",30,7,1,14500,22500,747,13000,4821,44800,39700,9700,23200,58700,84200,0.6144,0.3277,0.5096
"1120","The University of Montana","59812",30,7,1,14250,22000,2327,11319,5271,39900,34100,9000,20000,51600,74900,0.9403,0.3894,0.4727
"1121","Montana State University-Northern","59501",30,7,1,8676.5,14959,91,8021,802,39100,35300,8200,20400,51700,71200,0.6402,0.5398,0.2969
"1122","Rocky Mountain College","59102-1796",30,7,2,14000,24875,171,8750,345,47000,38200,9200,22600,56400,97200,0.5456,0.3944,0.5023
"1123","Salish Kootenai College","59855",30,7,2,5834,11000,96,5000,343,28200,24100,3400,10400,37800,57300,NA,0.7116,0.5532
"1124","The University of Montana-Western","59725-3598",30,7,1,12750,25003.5,32,12100,727,34900,31700,8400,17200,45200,63800,NA,0.5311,0.3168
"1125","Bellevue University","68005-3098",31,4,2,15314,16666,1339,14666,4483,57900,52200,18200,33700,75200,100600,NA,0.2294,0.3704
"1126","Clarkson College","68131-2739",31,4,2,21000,25271,313,12500,203,47800,48100,21300,34600,58900,71800,0.3214,0.3397,0.5882
"1127","BryanLGH College of Health Sciences","68506-1299",31,4,2,21500,24250,145,11500,71,52200,50500,19500,39800,60100,82900,0.6863,0.3581,NA
"1128","Chadron State College","69337-2690",31,4,1,9500,17067,355,7527,849,41400,37500,9700,23100,54300,75000,NA,0.391,0.4565
"1129","Concordia University-Seward","68434-1556",31,4,2,18500,24187.5,388,9500,254,38100,36600,8700,23000,49900,68500,0.6865,0.2773,0.526
"1130","Creighton University","68178",31,4,2,18500,21250,1262,12000,609,67500,57800,22800,40300,87300,123300,0.7781,0.208,0.7732
"1131","Doane College-Crete","68333",31,4,2,15754,21295,427,12000,748,46700,42300,14600,30700,56800,77400,0.8256,0.3903,0.6328
"1132","Grace University","68108-3629",31,4,2,14080.5,18140,116,9500,132,32800,33400,3700,15000,44500,62700,0.5702,0.517,0.3214
"1133","Hastings College","68901",31,4,2,17125,25000,302,8250,321,44500,40400,12500,26000,53800,77200,0.7049,0.3534,0.5609
"1134","University of Nebraska at Kearney","68849-1212",31,4,1,13000,19041,968,9663.5,1596,42200,38800,12100,26600,52200,72400,0.8635,0.3776,0.6061
"1135","Kaplan University-Lincoln Campus","68508",31,4,3,18811,29079,22066,12667,47265,40100,34400,7500,19400,52800,78100,NA,0.8179,0.3659
